Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
HYUNDAI Venue,1.6,4,SCV-1,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RHYXV01.6SB5,small SUV,5,29,33,31,6,No,291
HYUNDAI Venue,1.6,4,SCV-1,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RHYXV01.6SB5,small SUV,5,29,33,31,6,No,291
INFINITI QX50,2,4,SCV-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,RNSXT02.0AVC,small SUV,6,23,29,26,5,No,343
INFINITI QX50,2,4,SCV-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,RNSXT02.0AVC,small SUV,6,23,29,26,5,No,343
INFINITI QX50,2,4,SCV-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,RNSXT02.0AVC,small SUV,6,22,28,25,5,No,357
INFINITI QX50,2,4,SCV-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,RNSXT02.0AVC,small SUV,6,22,28,25,5,No,357
INFINITI QX55,2,4,SCV-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,RNSXT02.0AVC,small SUV,6,22,28,25,5,No,364
INFINITI QX55,2,4,SCV-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,RNSXT02.0AVC,small SUV,6,22,28,25,5,No,364
INFINITI QX60,3.5,6,SemiAuto-9,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RNSXT03.5PTD,standard SUV,5,21,26,23,5,No,387
INFINITI QX60,3.5,6,SemiAuto-9,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RNSXT03.5PTD,standard SUV,5,21,26,23,5,No,387
INFINITI QX60,3.5,6,SemiAuto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RNSXT03.5PTD,standard SUV,5,20,25,22,5,No,405
INFINITI QX60,3.5,6,SemiAuto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RNSXT03.5PTD,standard SUV,5,20,25,22,5,No,405
INFINITI QX80,5.6,8,SemiAuto-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RNSXT05.6P9B,standard SUV,5,14,20,16,3,No,552
INFINITI QX80,5.6,8,SemiAuto-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RNSXT05.6P9B,standard SUV,5,14,20,16,3,No,552
INFINITI QX80,5.6,8,SemiAuto-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RNSXT05.6P9B,standard SUV,5,13,19,15,2,No,593
INFINITI QX80,5.6,8,SemiAuto-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RNSXT05.6P9B,standard SUV,5,13,19,15,2,No,593
JAGUAR E-Pace,2,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RJLXT02.0RTV,small SUV,7,20,26,23,5,No,398
JAGUAR E-Pace,2,4,SemiAuto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RJLXT02.0RTV,small SUV,7,20,26,23,5,No,398
JAGUAR F-Pace,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RJLXJ02.0RTX,small SUV,7,22,27,24,5,No,376
JAGUAR F-Pace,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RJLXJ02.0RTX,small SUV,7,22,27,24,5,No,376
JAGUAR F-Pace P400 MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RJLXJ03.0FSC,small SUV,7,19,25,21,4,No,420
JAGUAR F-Pace P400 MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RJLXJ03.0FSC,small SUV,7,19,25,21,4,No,420
JAGUAR F-Pace SVR,5,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RJLXJ05.0FSM,small SUV,3,15,21,17,3,No,518
JAGUAR F-Pace SVR,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RJLXJ05.0FSM,small SUV,3,15,21,17,3,No,518
JAGUAR F-Type P450 Convertible,5,8,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RJLXJ05.0FSM,small car,3,17,24,19,4,No,460
JAGUAR F-Type P450 Convertible,5,8,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RJLXJ05.0FSM,small car,3,17,24,19,4,No,460
JAGUAR F-Type P450 Coupe,5,8,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RJLXJ05.0FSM,small car,3,17,24,19,4,No,460
JAGUAR F-Type P450 Coupe,5,8,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RJLXJ05.0FSM,small car,3,17,24,19,4,No,460
JAGUAR F-Type P450 R-Dynamic Conv,5,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RJLXJ05.0FSM,small car,3,16,24,18,4,No,481
JAGUAR F-Type P450 R-Dynamic Conv,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RJLXJ05.0FSM,small car,3,16,24,18,4,No,481
JAGUAR F-Type P450 R-Dynamic Coupe,5,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RJLXJ05.0FSM,small car,3,16,24,18,4,No,481
JAGUAR F-Type P450 R-Dynamic Coupe,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RJLXJ05.0FSM,small car,3,16,24,18,4,No,481
JAGUAR F-Type R Convertible,5,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RJLXJ05.0FSM,small car,3,16,24,18,4,No,481
JAGUAR F-Type R Convertible,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RJLXJ05.0FSM,small car,3,16,24,18,4,No,481
JAGUAR F-Type R Coupe,5,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,RJLXJ05.0FSM,small car,3,16,24,18,4,No,481
JAGUAR F-Type R Coupe,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,RJLXJ05.0FSM,small car,3,16,24,18,4,No,481
JAGUAR I-PACE EV400 (20 inch tires),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RJLXT00.0TZA,small SUV,10,89,82,85,10,Elite,0
JAGUAR I-PACE EV400 (20 inch tires),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RJLXT00.0TZA,small SUV,10,89,82,85,10,Elite,0
JAGUAR I-PACE EV400 (22 inch tire),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RJLXT00.0TZA,small SUV,10,79,72,76,10,Elite,0
JAGUAR I-PACE EV400 (22 inch tire),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RJLXT00.0TZA,small SUV,10,79,72,76,10,Elite,0
JAGUAR I-PACE EV400 SDS,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RJLXT00.0TZA,small SUV,10,79,71,75,10,Elite,0
JAGUAR I-PACE EV400 SDS,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RJLXT00.0TZA,small SUV,10,79,71,75,10,Elite,0
JAGUAR XF P250,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RJLXJ02.0RTX,midsize car,7,23,30,26,5,No,346
JAGUAR XF P250,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RJLXJ02.0RTX,midsize car,7,23,30,26,5,No,346
JAGUAR XF P300,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RJLXJ02.0RTX,midsize car,7,21,29,24,5,No,372
JAGUAR XF P300,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RJLXJ02.0RTX,midsize car,7,21,29,24,5,No,372
JEEP Compass,2,4,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RCRXT02.05P1,small SUV,7,24,32,27,5,No,330
JEEP Compass,2,4,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RCRXT02.05P1,small SUV,7,24,32,27,5,No,330
JEEP Grand Cherokee,2,4,Auto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RCRXT02.05PH,standard SUV,7,23/57,24/56,23/56,8,Yes,177
JEEP Grand Cherokee,2,4,Auto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RCRXT02.05PH,standard SUV,7,23/57,24/56,23/56,8,Yes,177
JEEP Grand Cherokee,3.6,6,Auto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RCRXT03.65P5,standard SUV,7,19,26,22,5,No,407
JEEP Grand Cherokee,3.6,6,Auto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RCRXT03.65P5,standard SUV,7,19,26,22,5,No,407
JEEP Grand Cherokee,3.6,6,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RCRXT03.65P5,standard SUV,7,19,26,22,5,No,413
JEEP Grand Cherokee,3.6,6,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RCRXT03.65P5,standard SUV,7,19,26,22,5,No,413
JEEP Grand Cherokee L,3.6,6,Auto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RCRXT03.65P5,standard SUV,7,19,26,21,4,No,416
JEEP Grand Cherokee L,3.6,6,Auto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RCRXT03.65P5,standard SUV,7,19,26,21,4,No,416
JEEP Grand Cherokee L,3.6,6,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RCRXT03.65P5,standard SUV,7,18,25,21,4,No,430
JEEP Grand Cherokee L,3.6,6,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RCRXT03.65P5,standard SUV,7,18,25,21,4,No,430
JEEP Grand Wagoneer,3,6,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RCRXT03.05P6,standard SUV,5,14,20,17,3,No,537
JEEP Grand Wagoneer,3,6,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RCRXT03.05P6,standard SUV,5,14,20,17,3,No,537
JEEP Grand Wagoneer,6.4,8,Auto-8,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,RCRXT06.4CP1,standard SUV,1,13,18,15,2,No,602
JEEP Grand Wagoneer,6.4,8,Auto-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,RCRXT06.4FP1,standard SUV,1,13,18,15,2,No,602
JEEP Grand Wagoneer L,3,6,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RCRXT03.05P2,standard SUV,5,14,20,17,3,No,537
JEEP Grand Wagoneer L,3,6,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RCRXT03.05P2,standard SUV,5,14,20,17,3,No,537
JEEP Wagoneer,3,6,Auto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RCRXT03.05P1,standard SUV,7,17,24,20,4,No,453
JEEP Wagoneer,3,6,Auto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RCRXT03.05P1,standard SUV,7,17,24,20,4,No,453
JEEP Wagoneer,3,6,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RCRXT03.05P1,standard SUV,7,16,23,19,4,No,472
JEEP Wagoneer,3,6,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RCRXT03.05P1,standard SUV,7,16,23,19,4,No,472
JEEP Wagoneer L,3,6,Auto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RCRXT03.05P1,standard SUV,7,17,24,20,4,No,453
JEEP Wagoneer L,3,6,Auto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RCRXT03.05P1,standard SUV,7,17,24,20,4,No,453
JEEP Wagoneer L,3,6,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RCRXT03.05P1,standard SUV,7,16,23,19,4,No,476
JEEP Wagoneer L,3,6,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RCRXT03.05P1,standard SUV,7,16,23,19,4,No,476
JEEP Wrangler,2,4,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RCRXT02.05P2,small SUV,7,20,20,20,4,No,436
JEEP Wrangler,2,4,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RCRXT02.05P2,small SUV,7,20,21,21,4,No,433
JEEP Wrangler,2,4,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RCRXT02.05P2,small SUV,7,20,20,20,4,No,436
JEEP Wrangler,2,4,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RCRXT02.05P2,small SUV,7,20,21,21,4,No,433
JEEP Wrangler,3.6,6,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RCRXT03.65P5,small SUV,7,18,23,20,4,No,451
JEEP Wrangler,3.6,6,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RCRXT03.65P5,small SUV,7,18,24,20,4,No,437
JEEP Wrangler,3.6,6,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RCRXT03.65P5,small SUV,7,18,23,20,4,No,451
JEEP Wrangler,3.6,6,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RCRXT03.65P5,small SUV,7,18,24,20,4,No,437
JEEP Wrangler,3.6,6,Man-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RCRXT03.65P5,small SUV,7,16,22,19,4,No,476
JEEP Wrangler,3.6,6,Man-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RCRXT03.65P5,small SUV,7,17,23,19,4,No,462
JEEP Wrangler,3.6,6,Man-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RCRXT03.65P5,small SUV,7,16,22,19,4,No,476
JEEP Wrangler,3.6,6,Man-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RCRXT03.65P5,small SUV,7,17,23,19,4,No,462
JEEP Wrangler,6.4,8,Auto-8,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,RCRXT06.4CP1,small SUV,1,13,16,14,2,No,633
JEEP Wrangler,6.4,8,Auto-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,RCRXT06.4FP1,small SUV,1,13,16,14,2,No,633
JEEP Wrangler 4xe,2,4,Auto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RCRXT02.05PH,small SUV,7,20/52,20/45,20/49,7,No,230
JEEP Wrangler 4xe,2,4,Auto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RCRXT02.05PH,small SUV,7,20/52,20/45,20/49,7,No,230
JEEP Wrangler Rubicon 2dr 4X4,3.6,6,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RCRXT03.65P5,small SUV,7,16,20,18,4,No,501
JEEP Wrangler Rubicon 2dr 4X4,3.6,6,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RCRXT03.65P5,small SUV,7,16,20,18,4,No,501
JEEP Wrangler Rubicon 4dr 4X4,3.6,6,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RCRXT03.65P5,small SUV,7,16,19,17,3,No,518
JEEP Wrangler Rubicon 4dr 4X4,3.6,6,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RCRXT03.65P5,small SUV,7,16,19,17,3,No,518
KIA Carnival,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RKMXT03.5KU5,minivan,5,19,26,22,5,No,408
KIA Carnival,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RKMXT03.5KU5,minivan,5,19,26,22,5,No,408
KIA EV6 GT,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RKMXV00.0103,small SUV,10,88,77,83,10,Elite,0
KIA EV6 GT,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RKMXV00.0103,small SUV,10,88,77,83,10,Elite,0
KIA EV6 Long Range,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RKMXV00.0102,small SUV,10,134,101,117,10,Elite,0
KIA EV6 Long Range,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RKMXV00.0102,small SUV,10,134,101,117,10,Elite,0
KIA EV6 Long Range AWD (19'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RKMXV00.0100,small SUV,10,120,98,109,10,Elite,0
KIA EV6 Long Range AWD (19'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RKMXV00.0100,small SUV,10,120,98,109,10,Elite,0
KIA EV6 Long Range AWD (20'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RKMXV00.0100,small SUV,10,106,86,96,10,Elite,0
KIA EV6 Long Range AWD (20'' Wheels),N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RKMXV00.0100,small SUV,10,106,86,96,10,Elite,0
KIA EV6 Standard Range,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RKMXV00.0101,small SUV,10,136,100,117,10,Elite,0
KIA EV6 Standard Range,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RKMXV00.0101,small SUV,10,136,100,117,10,Elite,0
KIA EV9 Long Range AWD,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RKMXV00.0300,standard SUV,10,91,75,83,10,Elite,0
KIA EV9 Long Range AWD,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RKMXV00.0300,standard SUV,10,91,75,83,10,Elite,0
KIA EV9 Long Range AWD GT-Line,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RKMXV00.0300,standard SUV,10,88,72,80,10,Elite,0
KIA EV9 Long Range AWD GT-Line,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,RKMXV00.0300,standard SUV,10,88,72,80,10,Elite,0
KIA EV9 Long Range RWD,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RKMXV00.0301,standard SUV,10,100,78,89,10,Elite,0
KIA EV9 Long Range RWD,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RKMXV00.0301,standard SUV,10,100,78,89,10,Elite,0
KIA EV9 Standard Range RWD,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RKMXV00.0302,standard SUV,10,99,77,88,10,Elite,0
KIA EV9 Standard Range RWD,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RKMXV00.0302,standard SUV,10,99,77,88,10,Elite,0
KIA Forte,1.6,4,AMS-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RKMXV01.6CC5,midsize car,5,27,35,30,6,No,296
KIA Forte,1.6,4,AMS-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RKMXV01.6CC5,midsize car,5,27,35,30,6,No,296
KIA Forte,1.6,4,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RKMXV01.6CC5,midsize car,5,22,31,26,5,No,348
KIA Forte,1.6,4,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RKMXV01.6CC5,midsize car,5,22,31,26,5,No,348
KIA Forte,2,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RKMXV02.0CE3,midsize car,7,28,39,32,6,No,277
KIA Forte,2,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RKMXV02.0CE3,midsize car,7,28,39,32,6,No,277
KIA Forte FE,2,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RKMXV02.0CE3,midsize car,7,30,41,34,7,No,261
KIA Forte FE,2,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RKMXV02.0CE3,midsize car,7,30,41,34,7,No,261
KIA K5,1.6,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RKMXV01.6DC5,large car,5,27,37,31,6,No,293
KIA K5,1.6,4,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RKMXV01.6DC5,large car,5,27,37,31,6,No,293
KIA K5,1.6,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RKMXV01.6DC5,large car,5,25,33,28,6,No,316
KIA K5,1.6,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RKMXV01.6DC5,large car,5,25,33,28,6,No,316
KIA K5,2.5,4,AMS-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RKMXV02.5DP5,large car,5,24,32,27,5,No,332
KIA K5,2.5,4,AMS-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RKMXV02.5DP5,large car,5,24,32,27,5,No,332
KIA Niro,1.6,4,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RKMXV01.6213,small SUV,7,53,45,49,8,Yes,181
KIA Niro,1.6,4,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RKMXV01.6213,small SUV,7,53,45,49,8,Yes,181
KIA Niro Electric,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,RKMXV00.0200,small SUV,10,126,101,113,10,Elite,0
KIA Niro Electric,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,RKMXV00.0200,small SUV,10,126,101,113,10,Elite,0
KIA Niro FE,1.6,4,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RKMXV01.6213,small SUV,7,53,54,53,8,Yes,167
KIA Niro FE,1.6,4,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RKMXV01.6213,small SUV,7,53,54,53,8,Yes,167
KIA Niro Plug-in Hybrid,1.6,4,AMS-6,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RKMXV01.622T,small SUV,7,50/114,47/102,48/108,10,Yes,70
KIA Niro Plug-in Hybrid,1.6,4,AMS-6,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RKMXV01.622T,small SUV,7,50/114,47/102,48/108,10,Yes,70
KIA Seltos,1.6,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,RKMXT01.6NC5,small SUV,5,25,27,26,5,No,343
KIA Seltos,1.6,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,RKMXT01.6NC5,small SUV,5,25,27,26,5,No,343
KIA Seltos,2,4,SCV-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RKMXT02.0NE3,small SUV,7,28,34,31,6,No,288
KIA Seltos,2,4,SCV-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RKMXT02.0NE3,small SUV,7,28,34,31,6,No,288
KIA Seltos,2,4,SCV-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RKMXT02.0NE3,small SUV,7,27,31,29,6,No,309
KIA Seltos,2,4,SCV-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RKMXT02.0NE3,small SUV,7,27,31,29,6,No,309
KIA Sorento Hybrid,1.6,4,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RKMXV01.6J13,small SUV,7,39,35,37,7,No,242
KIA Sorento Hybrid,1.6,4,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RKMXV01.6J13,small SUV,7,39,35,37,7,No,242
KIA Sorento Hybrid,1.6,4,AMS-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RKMXV01.6J13,small SUV,7,36,33,34,7,No,262
KIA Sorento Hybrid,1.6,4,AMS-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RKMXV01.6J13,small SUV,7,36,33,34,7,No,262
KIA Sorento Plug-in Hybrid,1.6,4,AMS-6,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,RKMXV01.6J2T,small SUV,7,35/83,33/75,34/79,9,Yes,105
KIA Sorento Plug-in Hybrid,1.6,4,AMS-6,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,RKMXV01.6J2T,small SUV,7,35/83,33/75,34/79,9,Yes,105
KIA Soul,2,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RKMXV02.0BE3,station wagon,7,27,33,30,6,No,302
KIA Soul,2,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RKMXV02.0BE3,station wagon,7,27,33,30,6,No,302
KIA Soul Eco dynamics,2,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RKMXV02.0BE3,station wagon,7,29,35,31,6,No,287
KIA Soul Eco dynamics,2,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RKMXV02.0BE3,station wagon,7,29,35,31,6,No,287
KIA Sportage,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RKMXT02.5PR3,small SUV,7,25,33,28,6,No,315
KIA Sportage,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RKMXT02.5PR3,small SUV,7,25,33,28,6,No,315
KIA Sportage,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RKMXT02.5PR3,small SUV,7,23,26,25,5,No,363
KIA Sportage,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RKMXT02.5PR3,small SUV,7,23,26,25,5,No,363
KIA Sportage X-pro,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,RKMXT02.5PR3,small SUV,7,23,30,26,5,No,344
KIA Sportage X-pro,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,RKMXT02.5PR3,small SUV,7,23,30,26,5,No,344
